clase_es,clase_en,codigo_clase,modo,categoria_legible,resultado_legible,nota
Archivista,Archivist,archivist,mesa de crafteo normal,"Papel, pergaminos y documentos",Papel levantado rasgado ×1,—
Archivista,Archivist,archivist,mesa de crafteo normal,"Papel, pergaminos y documentos",Papel rollo rasgado ×1,—
Archivista,Archivist,archivist,mesa de crafteo normal,"Papel, pergaminos y documentos",Papel roto rasgado ×1,—
Archivista,Archivist,archivist,mesa de crafteo normal,"Papel, pergaminos y documentos",Papel plano rasgado ×1,—
Archivista,Archivist,archivist,estación especial,Mesa de dibujo y planos,Objeto decorativo de ruinas ×1,—
Archivista,Archivist,archivist,estación especial,Mesa de dibujo y planos,Objeto decorativo de ruinas ×1,—
Archivista,Archivist,archivist,estación especial,Mesa de dibujo y planos,Objeto decorativo de ruinas ×1,—
Archivista,Archivist,archivist,estación especial,Mesa de dibujo y planos,Objeto decorativo de ruinas ×1,—
Archivista,Archivist,archivist,receta de compatibilidad,BetterRuins: planos y esquemas,Plano/esquema de BetterRuins ×1,—
Guardia Negra,Blackguard,blackguard,mesa de crafteo normal,Armaduras y piezas defensivas,Kit de reparación de armadura ×3,—
Guardia Negra,Blackguard,blackguard,mesa de crafteo normal,Armaduras y piezas defensivas,Armadura casco antigua guardia negra rota ×1,—
Guardia Negra,Blackguard,blackguard,mesa de crafteo normal,Armaduras y piezas defensivas,Armadura pechera antigua guardia negra rota ×1,—
Guardia Negra,Blackguard,blackguard,mesa de crafteo normal,Armaduras y piezas defensivas,Armadura grebas antigua guardia negra rota ×1,—
Guardia Negra,Blackguard,blackguard,mesa de crafteo normal,Armaduras y piezas defensivas,Armadura casco antigua forlorn rota ×1,—
Guardia Negra,Blackguard,blackguard,mesa de crafteo normal,Armaduras y piezas defensivas,Armadura pechera antigua forlorn rota ×1,—
Guardia Negra,Blackguard,blackguard,mesa de crafteo normal,Armaduras y piezas defensivas,Armadura grebas antigua forlorn rota ×1,—
Guardia Negra,Blackguard,blackguard,mesa de crafteo normal,Armaduras y piezas defensivas,Hoja forlorn iron ×1,—
Guardia Negra,Blackguard,blackguard,mesa de crafteo normal,Armaduras y piezas defensivas,Lanza genérica ornamentada de oro ×1,—
Guardia Negra,Blackguard,blackguard,mesa de crafteo normal,Armaduras y piezas defensivas,Lanza genérica ornamentada de plata ×1,—
Guardia Negra,Blackguard,blackguard,mesa de crafteo normal,Cadenas,Cadena de soporte doble ×64,—
Guardia Negra,Blackguard,blackguard,mesa de crafteo normal,Cadenas,Cadena de soporte cuádruple ×64,—
Guardia Negra,Blackguard,blackguard,mesa de crafteo normal,Cadenas,Cadena de soporte doble nueva ×64,—
Guardia Negra,Blackguard,blackguard,mesa de crafteo normal,Cadenas,Cadena de soporte cuádruple nueva ×64,—
Guardia Negra,Blackguard,blackguard,mesa de crafteo normal,Cadenas,Valla de hierro base este-oeste ×32,—
Guardia Negra,Blackguard,blackguard,mesa de crafteo normal,Cadenas,Valla de hierro parte superior este-oeste ×1,—
Guardia Negra,Blackguard,blackguard,mesa de crafteo normal,Cadenas,Valla de hierro base este-oeste ×1,—
Guardia Negra,Blackguard,blackguard,mesa de crafteo normal,Bloques metálicos,Bloque metálico nuevo remachado metal ×1,—
Guardia Negra,Blackguard,blackguard,mesa de crafteo normal,Bloques metálicos,Bloque metálico corroído remachado metal ×1,—
Guardia Negra,Blackguard,blackguard,mesa de crafteo normal,Bloques metálicos,Bloque metálico nuevo liso metal ×1,—
Guardia Negra,Blackguard,blackguard,mesa de crafteo normal,Bloques metálicos,Bloque metálico nuevo remachado metal ×1,—
Guardia Negra,Blackguard,blackguard,mesa de crafteo normal,Bloques metálicos,Bloque metálico corroído liso metal ×1,—
Guardia Negra,Blackguard,blackguard,mesa de crafteo normal,Bloques metálicos,Bloque metálico corroído lámina metal ×1,—
Guardia Negra,Blackguard,blackguard,mesa de crafteo normal,Bloques metálicos,Viga de soporte metal deslustrado metal ×16,—
Guardia Negra,Blackguard,blackguard,mesa de crafteo normal,Bloques metálicos,Lámina de metal metal abajo ×1,—
Guardia Negra,Blackguard,blackguard,mesa de crafteo normal,Bloques metálicos,Bloque metálico corroído liso metal ×1,—
Guardia Negra,Blackguard,blackguard,mesa de crafteo normal,Bloques metálicos,Bloque metálico corroído liso rusty iron ×1,—
Guardia Negra,Blackguard,blackguard,mesa de crafteo normal,Trabajo de metal,Toolrepairkit ×1,—
Guardia Negra,Blackguard,blackguard,mesa de crafteo normal,Tejados y piezas de cubierta,Tejado inclinado copper este libre ×16,—
Guardia Negra,Blackguard,blackguard,mesa de crafteo normal,Tejados y piezas de cubierta,Cumbrera de tejado copper norte-sur libre ×16,—
Guardia Negra,Blackguard,blackguard,mesa de crafteo normal,Tejados y piezas de cubierta,Punta de tejado copper libre ×16,—
Guardia Negra,Blackguard,blackguard,mesa de crafteo normal,Tejados y piezas de cubierta,Esquina interior de tejado copper este libre ×16,—
Guardia Negra,Blackguard,blackguard,mesa de crafteo normal,Tejados y piezas de cubierta,Esquina exterior de tejado copper este libre ×16,—
Guardia Negra,Blackguard,blackguard,mesa de crafteo normal,Tejados y piezas de cubierta,Beam ridge copper libre ×16,—
Guardia Negra,Blackguard,blackguard,mesa de crafteo normal,Tejados y piezas de cubierta,Beam plane copper libre ×16,—
Guardia Negra,Blackguard,blackguard,mesa de crafteo normal,Moldes y estampas de forja,Ingot metal ×1,—
Guardia Negra,Blackguard,blackguard,mesa de crafteo normal,Moldes y estampas de forja,Metalplate metal ×1,—
Guardia Negra,Blackguard,blackguard,mesa de crafteo normal,Moldes y estampas de forja,Metalchain metal ×1,—
Guardia Negra,Blackguard,blackguard,mesa de crafteo normal,Moldes y estampas de forja,Metallamellae metal ×2,—
Guardia Negra,Blackguard,blackguard,mesa de crafteo normal,Moldes y estampas de forja,Metalscale metal ×2,—
Guardia Negra,Blackguard,blackguard,mesa de crafteo normal,Moldes y estampas de forja,Rod metal ×1,—
Guardia Negra,Blackguard,blackguard,mesa de crafteo normal,Moldes y estampas de forja,Metalnailsandstrips metal ×4,—
Guardia Negra,Blackguard,blackguard,mesa de crafteo normal,Moldes y estampas de forja,Arrowhead metal ×9,—
Guardia Negra,Blackguard,blackguard,estación especial,Moldes y estampas de forja,Ingot metal ×1,—
Guardia Negra,Blackguard,blackguard,estación especial,Moldes y estampas de forja,Rod metal ×1,—
Guardia Negra,Blackguard,blackguard,estación especial,Moldes y estampas de forja,Metalnailsandstrips metal ×4,—
Guardia Negra,Blackguard,blackguard,estación especial,Moldes y estampas de forja,Arrowhead metal ×9,—
Guardia Negra,Blackguard,blackguard,estación especial,Moldes y estampas de forja,Metalscale metal ×1,—
Guardia Negra,Blackguard,blackguard,estación especial,Moldes y estampas de forja,Metalplate metal ×1,—
Guardia Negra,Blackguard,blackguard,estación especial,Moldes y estampas de forja,Metalchain metal ×1,—
Guardia Negra,Blackguard,blackguard,estación especial,Moldes y estampas de forja,Metallamellae metal ×1,—
Alfarero,Brickmaker,brickmaker,mesa de crafteo normal,Cerámica en lote,Rawbrick arcilla ×4,—
Alfarero,Brickmaker,brickmaker,mesa de crafteo normal,Cerámica en lote,Refractorybrick raw tier1 ×2,—
Alfarero,Brickmaker,brickmaker,mesa de crafteo normal,Cerámica en lote,Refractorybrick raw tier2 ×2,—
Alfarero,Brickmaker,brickmaker,mesa de crafteo normal,Cerámica en lote,Refractorybrick raw tier3 ×2,—
Alfarero,Brickmaker,brickmaker,mesa de crafteo normal,Cerámica en lote,Refractorybrick raw tier3 ×2,—
Alfarero,Brickmaker,brickmaker,mesa de crafteo normal,Cerámica en lote,Shingle raw arcilla ×32,—
Alfarero,Brickmaker,brickmaker,mesa de crafteo normal,Cerámica en lote,Claytile raw liso arcilla ×12,—
Alfarero,Brickmaker,brickmaker,mesa de crafteo normal,Cerámica en lote,Oillamp genie arcilla raw ×4,—
Alfarero,Brickmaker,brickmaker,mesa de crafteo normal,Ladrillos de arcilla,Claybricks uneven cuádruple running arcilla ×16,—
Alfarero,Brickmaker,brickmaker,mesa de crafteo normal,Ladrillos de arcilla,Claybricks uneven cuádruple soldier arcilla ×16,—
Alfarero,Brickmaker,brickmaker,mesa de crafteo normal,Ladrillos de arcilla,Claybricks uneven cuádruple header arcilla ×16,—
Alfarero,Brickmaker,brickmaker,mesa de crafteo normal,Ladrillos de arcilla,Claybricks uneven cuádruple running refractaria ×16,—
Alfarero,Brickmaker,brickmaker,mesa de crafteo normal,Ladrillos de arcilla,Claybricks uneven cuádruple soldier refractaria ×16,—
Alfarero,Brickmaker,brickmaker,mesa de crafteo normal,Ladrillos de arcilla,Brickruin irregular arcilla ×1,—
Alfarero,Brickmaker,brickmaker,mesa de crafteo normal,Adobe y enlucidos,Daubraw ash ×16,—
Alfarero,Brickmaker,brickmaker,mesa de crafteo normal,Adobe y enlucidos,Daubraw ash ×16,—
Alfarero,Brickmaker,brickmaker,mesa de crafteo normal,Adobe y enlucidos,Daubraw browngolden ×16,—
Alfarero,Brickmaker,brickmaker,mesa de crafteo normal,Adobe y enlucidos,Daubraw marrón ×16,—
Alfarero,Brickmaker,brickmaker,mesa de crafteo normal,Adobe y enlucidos,Daubraw browngolden ×16,—
Alfarero,Brickmaker,brickmaker,mesa de crafteo normal,Adobe y enlucidos,Daubraw brownlight ×16,—
Alfarero,Brickmaker,brickmaker,mesa de crafteo normal,Adobe y enlucidos,Daubraw brownlight ×16,—
Alfarero,Brickmaker,brickmaker,mesa de crafteo normal,Adobe y enlucidos,Daubraw browngolden ×16,—
Alfarero,Brickmaker,brickmaker,mesa de crafteo normal,Adobe y enlucidos,Daubraw brownweathered ×16,—
Alfarero,Brickmaker,brickmaker,mesa de crafteo normal,Adobe y enlucidos,Daubraw green ×16,—
Alfarero,Brickmaker,brickmaker,mesa de crafteo normal,Adobe y enlucidos,Daubraw orange ×16,—
Alfarero,Brickmaker,brickmaker,mesa de crafteo normal,Adobe y enlucidos,Daubraw tan ×16,—
Alfarero,Brickmaker,brickmaker,mesa de crafteo normal,Adobe y enlucidos,Daubraw tan ×16,—
Alfarero,Brickmaker,brickmaker,mesa de crafteo normal,Adobe y enlucidos,Daubraw browngolden ×16,—
Alfarero,Brickmaker,brickmaker,mesa de crafteo normal,Adobe y enlucidos,Daubraw yellow ×16,—
Alfarero,Brickmaker,brickmaker,mesa de crafteo normal,Utensilios de cocina,Porcelainbowl ×1,—
Alfarero,Brickmaker,brickmaker,mesa de crafteo normal,Utensilios de cocina,Porcelaincrock ×1,—
Alfarero,Brickmaker,brickmaker,mesa de crafteo normal,Utensilios de cocina,Porcelainvessel ×1,—
Alfarero,Brickmaker,brickmaker,mesa de crafteo normal,Ladrillos de barro,Mudbrick light ×8,—
Alfarero,Brickmaker,brickmaker,mesa de crafteo normal,Ladrillos de barro,Mudbrick dark ×8,—
Alfarero,Brickmaker,brickmaker,mesa de crafteo normal,Ladrillos de barro,Mudbrickslab dark abajo libre ×8,—
Alfarero,Brickmaker,brickmaker,mesa de crafteo normal,Tierra compactada,Packeddirt ×2,—
Alfarero,Brickmaker,brickmaker,mesa de crafteo normal,Pastas y mezclas,Lime ×4,—
Alfarero,Brickmaker,brickmaker,mesa de crafteo normal,Pastas y mezclas,Mortar ×8,—
Alfarero,Brickmaker,brickmaker,mesa de crafteo normal,Yeso y revestimientos,Plaster liso ×8,—
Alfarero,Brickmaker,brickmaker,mesa de crafteo normal,Yeso y revestimientos,Overlay plaster white normal ×16,—
Alfarero,Brickmaker,brickmaker,mesa de crafteo normal,Yeso y revestimientos,Overlay plaster yellow normal ×16,—
Alfarero,Brickmaker,brickmaker,mesa de crafteo normal,Yeso y revestimientos,Overlay plaster yellow normal ×16,—
Alfarero,Brickmaker,brickmaker,mesa de crafteo normal,Yeso y revestimientos,Overlay plaster yellow normal ×16,—
Alfarero,Brickmaker,brickmaker,mesa de crafteo normal,Yeso y revestimientos,Overlay plaster yellow normal ×16,—
Alfarero,Brickmaker,brickmaker,mesa de crafteo normal,Yeso y revestimientos,Overlay plaster white normal ×16,—
Alfarero,Brickmaker,brickmaker,mesa de crafteo normal,Yeso y revestimientos,Overlay plaster white parte superior rim ×1,—
Alfarero,Brickmaker,brickmaker,mesa de crafteo normal,Yeso y revestimientos,Overlay plaster white zigzag ×1,—
Alfarero,Brickmaker,brickmaker,mesa de crafteo normal,Yeso y revestimientos,Overlay plaster white bottom rim ×1,—
Alfarero,Brickmaker,brickmaker,mesa de crafteo normal,Yeso y revestimientos,Overlay plaster white cracked ×1,—
Alfarero,Brickmaker,brickmaker,mesa de crafteo normal,Yeso y revestimientos,Overlay plaster white damaged ×1,—
Alfarero,Brickmaker,brickmaker,mesa de crafteo normal,Yeso y revestimientos,Overlay plaster white crumbled ×1,—
Alfarero,Brickmaker,brickmaker,mesa de crafteo normal,Yeso y revestimientos,Overlay plaster white normal ×1,—
Alfarero,Brickmaker,brickmaker,mesa de crafteo normal,Yeso y revestimientos,Overlay plaster yellow zigzag ×1,—
Alfarero,Brickmaker,brickmaker,mesa de crafteo normal,Yeso y revestimientos,Overlay plaster yellow parte superior rim ×1,—
Alfarero,Brickmaker,brickmaker,mesa de crafteo normal,Yeso y revestimientos,Overlay plaster yellowwhite bottom rim ×1,—
Alfarero,Brickmaker,brickmaker,mesa de crafteo normal,Yeso y revestimientos,Overlay plaster yellowwhite zigzag ×1,—
Alfarero,Brickmaker,brickmaker,mesa de crafteo normal,Yeso y revestimientos,Overlay plaster yellow bottom rim ×1,—
Alfarero,Brickmaker,brickmaker,mesa de crafteo normal,Yeso y revestimientos,Overlay plaster yellow normal ×1,—
Alfarero,Brickmaker,brickmaker,mesa de crafteo normal,Tejados y piezas de cubierta,Tejado inclinado materialclay este libre ×8,—
Alfarero,Brickmaker,brickmaker,mesa de crafteo normal,Tejados y piezas de cubierta,Cumbrera de tejado materialclay norte-sur libre ×8,—
Alfarero,Brickmaker,brickmaker,mesa de crafteo normal,Tejados y piezas de cubierta,Punta de tejado materialclay libre ×8,—
Alfarero,Brickmaker,brickmaker,mesa de crafteo normal,Tejados y piezas de cubierta,Esquina interior de tejado materialclay este libre ×8,—
Alfarero,Brickmaker,brickmaker,mesa de crafteo normal,Tejados y piezas de cubierta,Esquina exterior de tejado materialclay este libre ×8,—
Alfarero,Brickmaker,brickmaker,mesa de crafteo normal,Tejados y piezas de cubierta,Beam ridge materialclay libre ×16,—
Alfarero,Brickmaker,brickmaker,mesa de crafteo normal,Tejados y piezas de cubierta,Beam plane materialclay libre ×16,—
Alfarero,Brickmaker,brickmaker,estación especial,Cuba de mezclas y alquimia,Mortar ×8,—
Alfarero,Brickmaker,brickmaker,estación especial,Cuba de mezclas y alquimia,Plaster liso ×8,—
Alfarero,Brickmaker,brickmaker,estación especial,Cuba de mezclas y alquimia,Lime ×4,—
Alfarero,Brickmaker,brickmaker,receta de compatibilidad,Bricklayers: cerámica en lote,Clayrawtile raw arcilla ×2,—
Alfarero,Brickmaker,brickmaker,receta de compatibilidad,Bricklayers: cerámica en lote,Clayshingle raw malaquita ×32,—
Carnicero,Butcher,butcher,mesa de crafteo normal,Curado y secado,Salt ×4,—
Carnicero,Butcher,butcher,mesa de crafteo normal,Curado y secado,Bushmeat cured ×1,—
Carnicero,Butcher,butcher,mesa de crafteo normal,Curado y secado,Redmeat cured ×1,—
Carnicero,Butcher,butcher,mesa de crafteo normal,Curado y secado,Poultry cured ×1,—
Carnicero,Butcher,butcher,mesa de crafteo normal,Curado y secado,Fish cured ×1,—
Carnicero,Butcher,butcher,mesa de crafteo normal,Curado y secado,Redmeat vintage ×1,—
Carnicero,Butcher,butcher,mesa de crafteo normal,Comida para animales,Universalherbivorefeed ×8,—
Carnicero,Butcher,butcher,mesa de crafteo normal,Comida para animales,Universalherbivorefeed ×8,—
Carnicero,Butcher,butcher,mesa de crafteo normal,Comida para animales,Universalcarnivorefeed ×8,—
Carnicero,Butcher,butcher,mesa de crafteo normal,Comida para animales,Universalcarnivorefeed ×8,—
Carnicero,Butcher,butcher,mesa de crafteo normal,Molienda,Flour grain ×2,—
Carnicero,Butcher,butcher,mesa de crafteo normal,Utensilios de cocina,Ceramiccauldron color fired ×1,—
Carnicero,Butcher,butcher,mesa de crafteo normal,Conservación de alimentos,Icepack ×4,—
Carnicero,Butcher,butcher,mesa de crafteo normal,Conservación de alimentos,Icepack ×4,—
Carnicero,Butcher,butcher,mesa de crafteo normal,Conservación de alimentos,Icepack ×4,—
Carnicero,Butcher,butcher,mesa de crafteo normal,Molino manual,Quern piedra ×1,—
Carnicero,Butcher,butcher,mesa de crafteo normal,Ganadería,Trapcrate wood ×1,—
Carnicero,Butcher,butcher,mesa de crafteo normal,Ganadería,Stationarybasket este ×1,—
Carnicero,Butcher,butcher,mesa de crafteo normal,Ganadería,Stationarybasket este ×1,—
Carnicero,Butcher,butcher,mesa de crafteo normal,Ganadería,Trough genericwood small norte-sur ×1,—
Carnicero,Butcher,butcher,mesa de crafteo normal,Ganadería,Trough genericwood large casco norte ×1,—
Carnicero,Butcher,butcher,mesa de crafteo normal,Ganadería,Henbox ×1,—
Carnicero,Butcher,butcher,mesa de crafteo normal,Selladores,Sealant ×16,—
Carnicero,Butcher,butcher,estación especial,Cuba de mezclas y alquimia,Salt ×4,—
Carnicero,Butcher,butcher,receta de compatibilidad,A Culinary Artillery: colgado y secado,Meathooks wood metal este ×1,—
Carnicero,Butcher,butcher,receta de compatibilidad,Butchering: herramientas de carnicería,Butchertable primitive norte ×1,—
Carnicero,Butcher,butcher,receta de compatibilidad,Butchering: herramientas de carnicería,Butchertable simple norte ×1,—
Carnicero,Butcher,butcher,receta de compatibilidad,Butchering: herramientas de carnicería,Butchertable advanced norte ×1,—
Carnicero,Butcher,butcher,receta de compatibilidad,Butchering: herramientas de carnicería,Butcherhook sílex norte ×1,—
Carnicero,Butcher,butcher,receta de compatibilidad,Butchering: herramientas de carnicería,Butcherhook material norte ×1,—
Carnicero,Butcher,butcher,receta de compatibilidad,Butchering: herramientas de carnicería,Butcherhook iron norte ×1,—
Carnicero,Butcher,butcher,receta de compatibilidad,Butchering: herramientas de carnicería,Smokingrack copper norte ×1,—
Carnicero,Butcher,butcher,receta de compatibilidad,Butchering: herramientas de carnicería,Smokingrack iron norte ×1,—
Carnicero,Butcher,butcher,receta de compatibilidad,Food Shelves: almacenamiento en frío,Meatfreezer normal este ×1,—
Carnicero,Butcher,butcher,receta de compatibilidad,Food Shelves: almacenamiento en frío,Fruitcooler normal este ×1,—
Carnicero,Butcher,butcher,receta de compatibilidad,Food Shelves: almacenamiento en frío,Coolingcabinet normal este ×1,—
Carnicero,Butcher,butcher,receta de compatibilidad,Primitive Survival: curado,Curedsmokedmeat fish raw ×1,—
Carnicero,Butcher,butcher,receta de compatibilidad,Primitive Survival: curado,Curedsmokedmeat bushmeat raw ×1,—
Carnicero,Butcher,butcher,receta de compatibilidad,Primitive Survival: curado,Curedsmokedmeat poultry raw ×1,—
Carnicero,Butcher,butcher,receta de compatibilidad,Primitive Survival: curado,Curedsmokedmeat redmeat raw ×1,—
Relojero,Clockmaker,clockmaker,mesa de crafteo normal,Piezas Jonas y componentes antiguos,Jonasparts connector01 ×1,—
Relojero,Clockmaker,clockmaker,mesa de crafteo normal,Piezas Jonas y componentes antiguos,Jonasparts cylinder01 ×1,—
Relojero,Clockmaker,clockmaker,mesa de crafteo normal,Piezas Jonas y componentes antiguos,Jonasparts cylinder02 ×1,—
Relojero,Clockmaker,clockmaker,mesa de crafteo normal,Piezas Jonas y componentes antiguos,Jonasparts tank01 ×1,—
Relojero,Clockmaker,clockmaker,mesa de crafteo normal,Piezas Jonas y componentes antiguos,Jonasparts tank02 ×1,—
Relojero,Clockmaker,clockmaker,mesa de crafteo normal,Piezas Jonas y componentes antiguos,Jonasparts valve01 ×1,—
Relojero,Clockmaker,clockmaker,mesa de crafteo normal,Piezas Jonas y componentes antiguos,Jonasframes gearbox01 ×1,—
Relojero,Clockmaker,clockmaker,mesa de crafteo normal,Piezas Jonas y componentes antiguos,Jonasframes gearbox02 ×1,—
Relojero,Clockmaker,clockmaker,mesa de crafteo normal,Piezas Jonas y componentes antiguos,Jonasframes oscillator01 ×1,—
Relojero,Clockmaker,clockmaker,mesa de crafteo normal,Piezas Jonas y componentes antiguos,Jonasframes spring01 ×1,—
Relojero,Clockmaker,clockmaker,mesa de crafteo normal,Piezas Jonas y componentes antiguos,Jonasframes joint01 ×1,—
Relojero,Clockmaker,clockmaker,mesa de crafteo normal,Piezas Jonas y componentes antiguos,Jonasframes gears01 ×1,—
Relojero,Clockmaker,clockmaker,mesa de crafteo normal,Piezas Jonas y componentes antiguos,Jonasframes gears02 ×1,—
Relojero,Clockmaker,clockmaker,mesa de crafteo normal,Piezas Jonas y componentes antiguos,Jonasparts connector01 ×1,—
Relojero,Clockmaker,clockmaker,mesa de crafteo normal,Mecánica y transmisión de potencia,Windmillrotor wood norte ×2,—
Relojero,Clockmaker,clockmaker,mesa de crafteo normal,Mecánica y transmisión de potencia,Woodenaxle vertical ×8,—
Relojero,Clockmaker,clockmaker,mesa de crafteo normal,Mecánica y transmisión de potencia,Angledgears s ×4,—
Relojero,Clockmaker,clockmaker,mesa de crafteo normal,Mecánica y transmisión de potencia,Brake norte ×2,—
Relojero,Clockmaker,clockmaker,mesa de crafteo normal,Mecánica y transmisión de potencia,Helvehammerbase norte ×2,—
Relojero,Clockmaker,clockmaker,mesa de crafteo normal,Mecánica y transmisión de potencia,Woodentoggle norte-sur ×2,—
Relojero,Clockmaker,clockmaker,mesa de crafteo normal,Mecánica y transmisión de potencia,Largegearsection wood ×2,—
Relojero,Clockmaker,clockmaker,mesa de crafteo normal,Mecánica y transmisión de potencia,Clutch norte ×2,—
Relojero,Clockmaker,clockmaker,mesa de crafteo normal,Mecánica y transmisión de potencia,Transmission norte-sur ×2,—
Relojero,Clockmaker,clockmaker,mesa de crafteo normal,Mecánica y transmisión de potencia,Archimedesscrew straight ×2,—
Relojero,Clockmaker,clockmaker,mesa de crafteo normal,Mecánica y transmisión de potencia,Archimedesscrew ported norte ×2,—
Relojero,Clockmaker,clockmaker,mesa de crafteo normal,Mecánica y transmisión de potencia,Spurgear s ×2,—
Relojero,Clockmaker,clockmaker,mesa de crafteo normal,Mecánica y transmisión de potencia,Windmillrotor metal norte ×2,—
Relojero,Clockmaker,clockmaker,mesa de crafteo normal,Mecánica y transmisión de potencia,Hopper ×1,—
Relojero,Clockmaker,clockmaker,mesa de crafteo normal,Mecánica y transmisión de potencia,Chute elbow abajo este ×4,—
Relojero,Clockmaker,clockmaker,mesa de crafteo normal,Mecánica y transmisión de potencia,Chute straight norte-sur ×8,—
Relojero,Clockmaker,clockmaker,mesa de crafteo normal,Mecánica y transmisión de potencia,Chute cross ground ×4,—
Relojero,Clockmaker,clockmaker,mesa de crafteo normal,Mecánica y transmisión de potencia,Chute t norte-sur ×4,—
Relojero,Clockmaker,clockmaker,mesa de crafteo normal,Mecánica y transmisión de potencia,Chute 3way abajo este ×4,—
Relojero,Clockmaker,clockmaker,mesa de crafteo normal,Teletransportadores,Basereturnteleporter ×1,—
Relojero,Clockmaker,clockmaker,mesa de crafteo normal,Teletransportadores,Gear temporal ×1,—
Relojero,Clockmaker,clockmaker,estación especial,Mesa de inventor/relojería,Metal parts ×4,—
Relojero,Clockmaker,clockmaker,estación especial,Mesa de inventor/relojería,Metal parts ×4,—
Relojero,Clockmaker,clockmaker,estación especial,Mesa de inventor/relojería,Jonasframes gearbox01 ×1,—
Relojero,Clockmaker,clockmaker,estación especial,Mesa de inventor/relojería,Jonasframes gearbox02 ×1,—
Relojero,Clockmaker,clockmaker,estación especial,Mesa de inventor/relojería,Jonasframes oscillator01 ×1,—
Relojero,Clockmaker,clockmaker,estación especial,Mesa de inventor/relojería,Jonasframes spring01 ×1,—
Relojero,Clockmaker,clockmaker,estación especial,Mesa de inventor/relojería,Jonasframes joint01 ×1,—
Relojero,Clockmaker,clockmaker,estación especial,Mesa de inventor/relojería,Jonasframes gears01 ×1,—
Relojero,Clockmaker,clockmaker,estación especial,Mesa de inventor/relojería,Jonasframes gears02 ×1,—
Relojero,Clockmaker,clockmaker,estación especial,Mesa de inventor/relojería,Jonasparts connector01 ×1,—
Relojero,Clockmaker,clockmaker,estación especial,Mesa de inventor/relojería,Jonasparts cylinder01 ×1,—
Relojero,Clockmaker,clockmaker,estación especial,Mesa de inventor/relojería,Jonasparts cylinder02 ×1,—
Relojero,Clockmaker,clockmaker,estación especial,Mesa de inventor/relojería,Jonasparts tank01 ×1,—
Relojero,Clockmaker,clockmaker,estación especial,Mesa de inventor/relojería,Jonasparts tank02 ×1,—
Relojero,Clockmaker,clockmaker,estación especial,Mesa de inventor/relojería,Jonasparts valve01 ×1,—
Relojero,Clockmaker,clockmaker,receta de compatibilidad,Millwright: potencia mecánica,Improvedaxlepassthroughfull ×1,—
Relojero,Clockmaker,clockmaker,receta de compatibilidad,Millwright: potencia mecánica,Windmillrotor single norte ×1,—
Relojero,Clockmaker,clockmaker,receta de compatibilidad,Millwright: potencia mecánica,Windmillrotor double norte ×1,—
Relojero,Clockmaker,clockmaker,receta de compatibilidad,Millwright: potencia mecánica,Windmillrotor double norte ×1,—
Relojero,Clockmaker,clockmaker,receta de compatibilidad,Millwright: potencia mecánica,Windmillrotor three norte ×1,—
Relojero,Clockmaker,clockmaker,receta de compatibilidad,Millwright: potencia mecánica,Windmillrotor three norte ×1,—
Relojero,Clockmaker,clockmaker,receta de compatibilidad,Millwright: potencia mecánica,Windmillrotor six norte ×1,—
Relojero,Clockmaker,clockmaker,receta de compatibilidad,Millwright: potencia mecánica,Windmillrotor six norte ×1,—
Relojero,Clockmaker,clockmaker,receta de compatibilidad,Millwright: potencia mecánica,Windmillrotor single norte ×1,—
Relojero,Clockmaker,clockmaker,receta de compatibilidad,Millwright: potencia mecánica,Windmillrotor single norte ×1,—
Relojero,Clockmaker,clockmaker,receta de compatibilidad,Millwright: potencia mecánica,Windmillrotorud three up ×1,—
Relojero,Clockmaker,clockmaker,receta de compatibilidad,Millwright: potencia mecánica,Brake norte ×1,—
Agricultor,Farmhand,farmhand,mesa de crafteo normal,Fertilizantes,Potash ×4,—
Agricultor,Farmhand,farmhand,mesa de crafteo normal,Fertilizantes,Bonemeal ×2,—
Agricultor,Farmhand,farmhand,mesa de crafteo normal,Fertilizantes,Powder charcoal ×2,—
Agricultor,Farmhand,farmhand,mesa de crafteo normal,Fertilizantes,Compost ×2,—
Agricultor,Farmhand,farmhand,mesa de crafteo normal,Balsas y embarcaciones simples,Boat raft bamboo angler ×1,—
Agricultor,Farmhand,farmhand,mesa de crafteo normal,Balsas y embarcaciones simples,Oar bamboo ×1,—
Agricultor,Farmhand,farmhand,mesa de crafteo normal,Tejados y piezas de cubierta,Tejado inclinado bamboo este libre ×8,—
Agricultor,Farmhand,farmhand,mesa de crafteo normal,Tejados y piezas de cubierta,Cumbrera de tejado bamboo norte-sur libre ×8,—
Agricultor,Farmhand,farmhand,mesa de crafteo normal,Tejados y piezas de cubierta,Punta de tejado bamboo libre ×1,—
Agricultor,Farmhand,farmhand,mesa de crafteo normal,Tejados y piezas de cubierta,Esquina interior de tejado bamboo este libre ×8,—
Agricultor,Farmhand,farmhand,mesa de crafteo normal,Tejados y piezas de cubierta,Esquina exterior de tejado bamboo este libre ×8,—
Agricultor,Farmhand,farmhand,mesa de crafteo normal,Tejados y piezas de cubierta,Beam ridge bamboo libre ×16,—
Agricultor,Farmhand,farmhand,mesa de crafteo normal,Tejados y piezas de cubierta,Beam plane bamboo libre ×16,—
Agricultor,Farmhand,farmhand,mesa de crafteo normal,Raíces,Cattailroot ×1,—
Agricultor,Farmhand,farmhand,mesa de crafteo normal,Raíces,Papyrusroot ×1,—
